name,title,description,pubmed_id,platform,platform_technology_type,feature_count,channel_count,sample_count,value_type,reference_series,order,file_location,num_L1000_genes,target_column,num_classes,class_distribution,class_mapping
GDS3260,Intestinal tissue xenograft response to pathogen Shigella flexneri infection in vivo,"Analysis of human intestinal xenotransplants infected with Shigella flexneri (virulent wild-type M90T, virulent mxiE mutant, and avirulent BS176 strains). Virulent S. flexneri are highly contagious enteric pathogens. Results provide insight into the intestinal innate immune response to infection.",18426984,GPL96,in situ oligonucleotide,22283,1,8,transformed count,GSE8636,none,data/GEO_v2/datasets/GDS3260.csv,958,infection,4,"{'control': 2, 'avirulent BS176 strain': 2, 'virulent M90T strain': 2, 'virulent mxiE mutant strain': 2}","{'control': 0, 'avirulent BS176 strain': 0, 'virulent M90T strain': 0, 'virulent mxiE mutant strain': 1}"
GDS3260,Intestinal tissue xenograft response to pathogen Shigella flexneri infection in vivo,"Analysis of human intestinal xenotransplants infected with Shigella flexneri (virulent wild-type M90T, virulent mxiE mutant, and avirulent BS176 strains). Virulent S. flexneri are highly contagious enteric pathogens. Results provide insight into the intestinal innate immune response to infection.",18426984,GPL96,in situ oligonucleotide,22283,1,8,transformed count,GSE8636,none,data/GEO_v2/datasets/GDS3260.csv,958,infection,4,"{'control': 2, 'avirulent BS176 strain': 2, 'virulent M90T strain': 2, 'virulent mxiE mutant strain': 2}","{'control': 0, 'avirulent BS176 strain': 0, 'virulent M90T strain': 1, 'virulent mxiE mutant strain': 0}"
GDS3260,Intestinal tissue xenograft response to pathogen Shigella flexneri infection in vivo,"Analysis of human intestinal xenotransplants infected with Shigella flexneri (virulent wild-type M90T, virulent mxiE mutant, and avirulent BS176 strains). Virulent S. flexneri are highly contagious enteric pathogens. Results provide insight into the intestinal innate immune response to infection.",18426984,GPL96,in situ oligonucleotide,22283,1,8,transformed count,GSE8636,none,data/GEO_v2/datasets/GDS3260.csv,958,infection,4,"{'control': 2, 'avirulent BS176 strain': 2, 'virulent M90T strain': 2, 'virulent mxiE mutant strain': 2}","{'control': 0, 'avirulent BS176 strain': 1, 'virulent M90T strain': 0, 'virulent mxiE mutant strain': 0}"
GDS3260,Intestinal tissue xenograft response to pathogen Shigella flexneri infection in vivo,"Analysis of human intestinal xenotransplants infected with Shigella flexneri (virulent wild-type M90T, virulent mxiE mutant, and avirulent BS176 strains). Virulent S. flexneri are highly contagious enteric pathogens. Results provide insight into the intestinal innate immune response to infection.",18426984,GPL96,in situ oligonucleotide,22283,1,8,transformed count,GSE8636,none,data/GEO_v2/datasets/GDS3260.csv,958,infection,4,"{'control': 2, 'avirulent BS176 strain': 2, 'virulent M90T strain': 2, 'virulent mxiE mutant strain': 2}","{'control': 1, 'avirulent BS176 strain': 0, 'virulent M90T strain': 0, 'virulent mxiE mutant strain': 0}"
GDS4151,Non-phosphorylated FTY720 effect on immortalized microglia HMO6 cell line,"Analysis of immortalized brain HMO6 microglia treated with FTY720-non-P, a non-phosphorylated form of FTY720 (a synthetic analog of sphingosine). Results provide insight into the molecular mechanisms responsible for triggering FTY720-non-P-induced apoptosis of HMO6.",21519925,GPL6244,in situ oligonucleotide,33297,1,4,transformed count,GSE28642,none,data/GEO_v2/datasets/GDS4151.csv,959,agent,4,"{'DMSO': 1, 'FTY720-non-P + DMSO': 1, 'ETOH': 1, 'FTY720-non-P + ETOH': 1}","{'DMSO': 1, 'FTY720-non-P + DMSO': 1, 'ETOH': 0, 'FTY720-non-P + ETOH': 0}"
GDS4151,Non-phosphorylated FTY720 effect on immortalized microglia HMO6 cell line,"Analysis of immortalized brain HMO6 microglia treated with FTY720-non-P, a non-phosphorylated form of FTY720 (a synthetic analog of sphingosine). Results provide insight into the molecular mechanisms responsible for triggering FTY720-non-P-induced apoptosis of HMO6.",21519925,GPL6244,in situ oligonucleotide,33297,1,4,transformed count,GSE28642,none,data/GEO_v2/datasets/GDS4151.csv,959,agent,4,"{'DMSO': 1, 'FTY720-non-P + DMSO': 1, 'ETOH': 1, 'FTY720-non-P + ETOH': 1}","{'DMSO': 0, 'FTY720-non-P + DMSO': 1, 'ETOH': 0, 'FTY720-non-P + ETOH': 1}"
GDS4275,Pituitary gonadotrope tumors,"Analysis of gonadotrope/null cell tumors and normal pituitaries from autopsy samples. Pituitary gonadotrope tumors cause significant morbidity, hormonal deficits, and are more common in men. Results provide insight into molecular mechanisms involved in pituitary tumorigenesis and progression.",21810943,GPL570,in situ oligonucleotide,54675,1,23,transformed count,GSE26966,none,data/GEO_v2/datasets/GDS4275.csv,937,disease state,3,"{'gonadotrope tumor': 10, 'normal pituitary': 9, 'null cell tumor': 4}","{'gonadotrope tumor': 0, 'normal pituitary': 1, 'null cell tumor': 0}"
GDS4275,Pituitary gonadotrope tumors,"Analysis of gonadotrope/null cell tumors and normal pituitaries from autopsy samples. Pituitary gonadotrope tumors cause significant morbidity, hormonal deficits, and are more common in men. Results provide insight into molecular mechanisms involved in pituitary tumorigenesis and progression.",21810943,GPL570,in situ oligonucleotide,54675,1,23,transformed count,GSE26966,none,data/GEO_v2/datasets/GDS4275.csv,937,gender,2,"{'male': 12, 'female': 11}","{'male': 0, 'female': 1}"
GDS5245,Allergic asthma: alveolar macrophage,Comparison of alvelolar macrophages (AMs) of allergic asthma (AA) patients and healthy subjects. AMs are the main immune cells in the airway lumen and are in direct contact with exogenous agents. Results provide insight into the differences between the AMs of AA patients and healthy individuals.,19913588,GPL96,in situ oligonucleotide,22283,1,10,transformed count,GSE22528,none,data/GEO_v2/datasets/GDS5245.csv,958,disease state,2,"{'control': 5, 'allergic asthma': 5}","{'control': 0, 'allergic asthma': 1}"
GDS5080,Undifferentiated amniotic-fluid kidney progenitor cells,"Analysis of undifferentiated cells: triple positive sorted, amniotic-fluid kidney progenitor cells (hAKPC) and conditionally immortalized de-differentiated podocytes (hIPod). Results provide comparison of cell types and insight into mechanisms of stem cell differentiation into podocytes.",24349133,GPL6244,in situ oligonucleotide,33297,1,6,transformed count,GSE49439,none,data/GEO_v2/datasets/GDS5080.csv,955,cell line,2,"{'amniotic-fluid derived hAKPC-P': 3, 'immortalized podocyte cell line hIPod': 3}","{'amniotic-fluid derived hAKPC-P': 0, 'immortalized podocyte cell line hIPod': 1}"
GDS4365,Intestinal mucosa response to active and inactive ulcerative colitis: colon biopsies,"Analysis of colonic biopsies from patients with histologically active or inactive UC and from healthy, non-inflammatory controls. UC is a chronic inflammatory disease with periods of active disease followed by remission. Results provide insight into molecular events associated with UC remission.",23135761,GPL570,in situ oligonucleotide,54675,1,43,transformed count,GSE38713,none,data/GEO_v2/datasets/GDS4365.csv,958,disease state,4,"{'UC_active (involved mucosa)': 15, 'control': 13, 'UC_remission (involved mucosa)': 8, 'UC_active (non-involved mucosa)': 7}","{'UC_active (involved mucosa)': 1, 'control': 0, 'UC_remission (involved mucosa)': 0, 'UC_active (non-involved mucosa)': 1}"
GDS4365,Intestinal mucosa response to active and inactive ulcerative colitis: colon biopsies,"Analysis of colonic biopsies from patients with histologically active or inactive UC and from healthy, non-inflammatory controls. UC is a chronic inflammatory disease with periods of active disease followed by remission. Results provide insight into molecular events associated with UC remission.",23135761,GPL570,in situ oligonucleotide,54675,1,43,transformed count,GSE38713,none,data/GEO_v2/datasets/GDS4365.csv,958,disease state,4,"{'UC_active (involved mucosa)': 15, 'control': 13, 'UC_remission (involved mucosa)': 8, 'UC_active (non-involved mucosa)': 7}","{'UC_active (involved mucosa)': 0, 'control': 0, 'UC_remission (involved mucosa)': 1, 'UC_active (non-involved mucosa)': 0}"
GDS4365,Intestinal mucosa response to active and inactive ulcerative colitis: colon biopsies,"Analysis of colonic biopsies from patients with histologically active or inactive UC and from healthy, non-inflammatory controls. UC is a chronic inflammatory disease with periods of active disease followed by remission. Results provide insight into molecular events associated with UC remission.",23135761,GPL570,in situ oligonucleotide,54675,1,43,transformed count,GSE38713,none,data/GEO_v2/datasets/GDS4365.csv,958,disease state,4,"{'UC_active (involved mucosa)': 15, 'control': 13, 'UC_remission (involved mucosa)': 8, 'UC_active (non-involved mucosa)': 7}","{'UC_active (involved mucosa)': 0, 'control': 1, 'UC_remission (involved mucosa)': 0, 'UC_active (non-involved mucosa)': 0}"
GDS4718,Colorectal cancer: homogenized tumor tissues,Analysis of homogenized colorectal cancer (CRC) tumors representing various stages and metastases. Results provide insight into predictive biomarkers of metastasis and treatment targets in CRC.,21270110,GPL570,in situ oligonucleotide,54675,1,44,transformed count,GSE21510,none,data/GEO_v2/datasets/GDS4718.csv,958,disease state,3,"{'no metastasis': 28, 'metastatic recurrence': 9, 'metastasis': 7}","{'no metastasis': 0, 'metastatic recurrence': 1, 'metastasis': 1}"
GDS4718,Colorectal cancer: homogenized tumor tissues,Analysis of homogenized colorectal cancer (CRC) tumors representing various stages and metastases. Results provide insight into predictive biomarkers of metastasis and treatment targets in CRC.,21270110,GPL570,in situ oligonucleotide,54675,1,44,transformed count,GSE21510,none,data/GEO_v2/datasets/GDS4718.csv,958,other,7,"{'stage: 3b': 10, 'stage: 2a': 9, 'stage: 2b': 8, 'stage: 4': 7, 'stage: 1': 6, 'stage: 3c': 3, 'stage: 0': 1}","{'stage: 3b': 0, 'stage: 2a': 0, 'stage: 2b': 0, 'stage: 4': 0, 'stage: 1': 0, 'stage: 3c': 0, 'stage: 0': 1}"
GDS4718,Colorectal cancer: homogenized tumor tissues,Analysis of homogenized colorectal cancer (CRC) tumors representing various stages and metastases. Results provide insight into predictive biomarkers of metastasis and treatment targets in CRC.,21270110,GPL570,in situ oligonucleotide,54675,1,44,transformed count,GSE21510,none,data/GEO_v2/datasets/GDS4718.csv,958,other,7,"{'stage: 3b': 10, 'stage: 2a': 9, 'stage: 2b': 8, 'stage: 4': 7, 'stage: 1': 6, 'stage: 3c': 3, 'stage: 0': 1}","{'stage: 3b': 0, 'stage: 2a': 0, 'stage: 2b': 0, 'stage: 4': 0, 'stage: 1': 1, 'stage: 3c': 0, 'stage: 0': 0}"
GDS4718,Colorectal cancer: homogenized tumor tissues,Analysis of homogenized colorectal cancer (CRC) tumors representing various stages and metastases. Results provide insight into predictive biomarkers of metastasis and treatment targets in CRC.,21270110,GPL570,in situ oligonucleotide,54675,1,44,transformed count,GSE21510,none,data/GEO_v2/datasets/GDS4718.csv,958,other,7,"{'stage: 3b': 10, 'stage: 2a': 9, 'stage: 2b': 8, 'stage: 4': 7, 'stage: 1': 6, 'stage: 3c': 3, 'stage: 0': 1}","{'stage: 3b': 0, 'stage: 2a': 1, 'stage: 2b': 1, 'stage: 4': 0, 'stage: 1': 0, 'stage: 3c': 0, 'stage: 0': 0}"
GDS4718,Colorectal cancer: homogenized tumor tissues,Analysis of homogenized colorectal cancer (CRC) tumors representing various stages and metastases. Results provide insight into predictive biomarkers of metastasis and treatment targets in CRC.,21270110,GPL570,in situ oligonucleotide,54675,1,44,transformed count,GSE21510,none,data/GEO_v2/datasets/GDS4718.csv,958,other,7,"{'stage: 3b': 10, 'stage: 2a': 9, 'stage: 2b': 8, 'stage: 4': 7, 'stage: 1': 6, 'stage: 3c': 3, 'stage: 0': 1}","{'stage: 3b': 1, 'stage: 2a': 0, 'stage: 2b': 0, 'stage: 4': 0, 'stage: 1': 0, 'stage: 3c': 1, 'stage: 0': 0}"
GDS4718,Colorectal cancer: homogenized tumor tissues,Analysis of homogenized colorectal cancer (CRC) tumors representing various stages and metastases. Results provide insight into predictive biomarkers of metastasis and treatment targets in CRC.,21270110,GPL570,in situ oligonucleotide,54675,1,44,transformed count,GSE21510,none,data/GEO_v2/datasets/GDS4718.csv,958,other,7,"{'stage: 3b': 10, 'stage: 2a': 9, 'stage: 2b': 8, 'stage: 4': 7, 'stage: 1': 6, 'stage: 3c': 3, 'stage: 0': 1}","{'stage: 3b': 0, 'stage: 2a': 0, 'stage: 2b': 0, 'stage: 4': 1, 'stage: 1': 0, 'stage: 3c': 0, 'stage: 0': 0}"
GDS4008,Myelomatous bone marrow cultures: contact versus contactless conditions,"Analysis of cultured myeloma bone marrow (BM) cells fixed immediately following spread from the bottom well or after maintenance in suspension (delayed fixation for 60, 120 minutes). Results provide insight into molecular mechanisms involved in contact versus contactless growth in myeloma.",23241658,GPL6244,in situ oligonucleotide,33297,1,4,transformed count,GSE36036,none,data/GEO_v2/datasets/GDS4008.csv,959,individual,2,"{'case B': 2, 'case C': 2}","{'case B': 0, 'case C': 1}"
GDS4008,Myelomatous bone marrow cultures: contact versus contactless conditions,"Analysis of cultured myeloma bone marrow (BM) cells fixed immediately following spread from the bottom well or after maintenance in suspension (delayed fixation for 60, 120 minutes). Results provide insight into molecular mechanisms involved in contact versus contactless growth in myeloma.",23241658,GPL6244,in situ oligonucleotide,33297,1,4,transformed count,GSE36036,none,data/GEO_v2/datasets/GDS4008.csv,959,protocol,2,"{'Immediate fixation following spread from the bottom well': 2, 'Delayed fixation following spread from the bottom well': 2}","{'Immediate fixation following spread from the bottom well': 0, 'Delayed fixation following spread from the bottom well': 1}"
GDS5671,Notch1 stimulation effect on glioblastoma stem cell cultures,Analysis of Gb4 and Gb7 glioma cancer stem cells following forced expression of the Notch1 intracellular domain (NICD) to activate the Notch1 signaling pathway. Results provide insight into a role for the Notch1 pathway in glioblastoma stem cell plasticity and angiogenic properties.,24898819,GPL11532,in situ oligonucleotide,33297,1,8,transformed count,GSE44561,none,data/GEO_v2/datasets/GDS5671.csv,948,cell type,4,"{'embryonic neural stem cell': 2, 'Gb4 glioma stem cell': 2, 'Gb7 glioma stem cell': 2, 'U87 glioma cell line': 2}","{'embryonic neural stem cell': 1, 'Gb4 glioma stem cell': 0, 'Gb7 glioma stem cell': 0, 'U87 glioma cell line': 0}"
GDS5671,Notch1 stimulation effect on glioblastoma stem cell cultures,Analysis of Gb4 and Gb7 glioma cancer stem cells following forced expression of the Notch1 intracellular domain (NICD) to activate the Notch1 signaling pathway. Results provide insight into a role for the Notch1 pathway in glioblastoma stem cell plasticity and angiogenic properties.,24898819,GPL11532,in situ oligonucleotide,33297,1,8,transformed count,GSE44561,none,data/GEO_v2/datasets/GDS5671.csv,948,cell type,4,"{'embryonic neural stem cell': 2, 'Gb4 glioma stem cell': 2, 'Gb7 glioma stem cell': 2, 'U87 glioma cell line': 2}","{'embryonic neural stem cell': 0, 'Gb4 glioma stem cell': 1, 'Gb7 glioma stem cell': 1, 'U87 glioma cell line': 0}"
GDS5671,Notch1 stimulation effect on glioblastoma stem cell cultures,Analysis of Gb4 and Gb7 glioma cancer stem cells following forced expression of the Notch1 intracellular domain (NICD) to activate the Notch1 signaling pathway. Results provide insight into a role for the Notch1 pathway in glioblastoma stem cell plasticity and angiogenic properties.,24898819,GPL11532,in situ oligonucleotide,33297,1,8,transformed count,GSE44561,none,data/GEO_v2/datasets/GDS5671.csv,948,cell type,4,"{'embryonic neural stem cell': 2, 'Gb4 glioma stem cell': 2, 'Gb7 glioma stem cell': 2, 'U87 glioma cell line': 2}","{'embryonic neural stem cell': 0, 'Gb4 glioma stem cell': 0, 'Gb7 glioma stem cell': 0, 'U87 glioma cell line': 1}"
GDS5671,Notch1 stimulation effect on glioblastoma stem cell cultures,Analysis of Gb4 and Gb7 glioma cancer stem cells following forced expression of the Notch1 intracellular domain (NICD) to activate the Notch1 signaling pathway. Results provide insight into a role for the Notch1 pathway in glioblastoma stem cell plasticity and angiogenic properties.,24898819,GPL11532,in situ oligonucleotide,33297,1,8,transformed count,GSE44561,none,data/GEO_v2/datasets/GDS5671.csv,948,genotype/variation,2,"{'control': 4, 'Notch intracellular domain expression': 4}","{'control': 0, 'Notch intracellular domain expression': 1}"
