name,title,description,pubmed_id,platform,platform_technology_type,feature_count,channel_count,sample_count,value_type,reference_series,order,file_location,num_L1000_genes,target_column,num_classes,class_distribution,true_class_distribution
GDS1220,Malignant pleural mesothelioma,Expression profiling of malignant pleural mesothelioma (MPM) tumors. MPM is a highly lethal malignancy associated with asbestos exposure. Results provide insight into the pathogenesis of MPM.,15920167,GPL96,in situ oligonucleotide,22283,1,54,count,GSE2549,none,data/GEO_v2/datasets/GDS1220.csv,958,disease state,2,"{'normal': 10, 'malignant pleural mesothelioma': 44}","{'malignant pleural mesothelioma': 44, 'normal': 10}"
GDS1220,Malignant pleural mesothelioma,Expression profiling of malignant pleural mesothelioma (MPM) tumors. MPM is a highly lethal malignancy associated with asbestos exposure. Results provide insight into the pathogenesis of MPM.,15920167,GPL96,in situ oligonucleotide,22283,1,54,count,GSE2549,none,data/GEO_v2/datasets/GDS1220.csv,958,cell type,3,"{'mesothelial cell line': 5, 'pleural': 45, 'lung': 4}","{'pleural': 45, 'mesothelial cell line': 5, 'lung': 4}"
GDS1221,Chronic myelogenous leukemia response to imatinib,Analysis of peripheral blood and bone marrow of chronic myelogenous leukemia (CML) patients prior to imatinib (Gleevec) treatment. Imatinib induces complete cytogenetic response (CCR) in most CML patients. This study attempts to determine transcriptional signature of imatinib non-responders.,15820940,GPL8300,in situ oligonucleotide,12625,1,28,transformed count,GSE2535,none,data/GEO_v2/datasets/GDS1221.csv,827,other,2,"{'responds to imatinib': 16, 'does not respond to imatinib': 12}","{'responds to imatinib': 16, 'does not respond to imatinib': 12}"
GDS1221,Chronic myelogenous leukemia response to imatinib,Analysis of peripheral blood and bone marrow of chronic myelogenous leukemia (CML) patients prior to imatinib (Gleevec) treatment. Imatinib induces complete cytogenetic response (CCR) in most CML patients. This study attempts to determine transcriptional signature of imatinib non-responders.,15820940,GPL8300,in situ oligonucleotide,12625,1,28,transformed count,GSE2535,none,data/GEO_v2/datasets/GDS1221.csv,827,cell type,2,"{'peripheral blood': 16, 'bone marrow': 12}","{'peripheral blood': 16, 'bone marrow': 12}"
GDS1230,Hematopoietic stem cell and progenitor cell comparison (HG-U133A),"Comparison of CD34+CD33-CD38-Rho(lo)c-kit+ cells, enriched for hematopoietic stem/progenitor cells (HSC), to CD34+CD33-CD38-Rho(hi) cells, enriched for committed hematopoietic progenitor cells (HPC). Cells obtained from umbilical cord blood and bone marrow. Provides insight into control of HSC fate.",16089502,GPL96,in situ oligonucleotide,22283,1,18,count,GSE2666,none,data/GEO_v2/datasets/GDS1230.csv,958,tissue,2,"{'umbilical cord blood': 10, 'bone marrow': 8}","{'umbilical cord blood': 10, 'bone marrow': 8}"
GDS1230,Hematopoietic stem cell and progenitor cell comparison (HG-U133A),"Comparison of CD34+CD33-CD38-Rho(lo)c-kit+ cells, enriched for hematopoietic stem/progenitor cells (HSC), to CD34+CD33-CD38-Rho(hi) cells, enriched for committed hematopoietic progenitor cells (HPC). Cells obtained from umbilical cord blood and bone marrow. Provides insight into control of HSC fate.",16089502,GPL96,in situ oligonucleotide,22283,1,18,count,GSE2666,none,data/GEO_v2/datasets/GDS1230.csv,958,cell type,2,"{'Rho lo': 9, 'Rho hi': 9}","{'Rho lo': 9, 'Rho hi': 9}"
GDS1231,Hematopoietic stem cell and progenitor cell comparison (HG-U133B),"Comparison of CD34+CD33-CD38-Rho(lo)c-kit+ cells, enriched for hematopoietic stem/progenitor cells (HSC), to CD34+CD33-CD38-Rho(hi) cells, enriched for committed hematopoietic progenitor cells (HPC). Cells obtained from umbilical cord blood and bone marrow. Provides insight into control of HSC fate.",16089502,GPL97,in situ oligonucleotide,22645,1,18,count,GSE2666,none,data/GEO_v2/datasets/GDS1231.csv,288,tissue,2,"{'umbilical cord blood': 10, 'bone marrow': 8}","{'umbilical cord blood': 10, 'bone marrow': 8}"
GDS1231,Hematopoietic stem cell and progenitor cell comparison (HG-U133B),"Comparison of CD34+CD33-CD38-Rho(lo)c-kit+ cells, enriched for hematopoietic stem/progenitor cells (HSC), to CD34+CD33-CD38-Rho(hi) cells, enriched for committed hematopoietic progenitor cells (HPC). Cells obtained from umbilical cord blood and bone marrow. Provides insight into control of HSC fate.",16089502,GPL97,in situ oligonucleotide,22645,1,18,count,GSE2666,none,data/GEO_v2/datasets/GDS1231.csv,288,cell type,2,"{'Rho lo': 9, 'Rho hi': 9}","{'Rho lo': 9, 'Rho hi': 9}"
GDS1235,Pediatric acute lymphoblastic leukemia subtypes,"Expression profiling of bone marrow from pediatric patients with acute lymphoblastic leukemia (ALL). 10 B-cell ALL, 5 T-cell ALL, and 3 B-cell ALL, with the MLL/AF4 chromosomal rearrangement, patients examined. Results provide insight into the pathogenesis of childhood ALL.",15996926,GPL2011,spotted DNA/cDNA,9984,2,36,log ratio,GSE2604,none,data/GEO_v2/datasets/GDS1235.csv,31,disease state,3,"{'B-ALL': 20, 'T-ALL': 10, 'B-ALL with MLL/AF4': 6}","{'B-ALL': 20, 'T-ALL': 10, 'B-ALL with MLL/AF4': 6}"
GDS1237,Promyelocytic cell response to Anaplasma phagocytophilum infection,"Expression profiling of NB4 promyelocytic leukemic cells infected with Anaplasma phagocytophilum, an obligate intracellular bacterium that causes granulocytic anaplasmosis. NB4 is a model for neutrophil maturation. Results provide insight into host cellular pathways affected by A. phagocytophilum.",16005178,GPL570,in situ oligonucleotide,54675,1,6,count,GSE2600,none,data/GEO_v2/datasets/GDS1237.csv,958,infection,2,"{'control': 3, 'Anaplasma phagocytophilum': 3}","{'control': 3, 'Anaplasma phagocytophilum': 3}"
GDS1249,Toll-like receptor agonists synergistic effect on dendritic cells: time course,"Temporal analysis of monocyte-derived dendritic cells (DCs) treated with lipopolysaccharide (LPS), an agonist for toll-like receptor (TLR) 4, the synthetic imidazoquinoline resiquimod R848, an agonist for TLR8, or both. Provides insight into the synergistic effect of TLR agonists in activating DCs.",15995707,GPL570,in situ oligonucleotide,54675,1,21,count,GSE2706,none,data/GEO_v2/datasets/GDS1249.csv,958,agent,4,"{'untreated': 3, 'LPS': 6, 'R848': 6, 'LPS and R848': 6}","{'LPS': 6, 'R848': 6, 'LPS and R848': 6, 'untreated': 3}"
GDS1249,Toll-like receptor agonists synergistic effect on dendritic cells: time course,"Temporal analysis of monocyte-derived dendritic cells (DCs) treated with lipopolysaccharide (LPS), an agonist for toll-like receptor (TLR) 4, the synthetic imidazoquinoline resiquimod R848, an agonist for TLR8, or both. Provides insight into the synergistic effect of TLR agonists in activating DCs.",15995707,GPL570,in situ oligonucleotide,54675,1,21,count,GSE2706,none,data/GEO_v2/datasets/GDS1249.csv,958,time,3,"{'0 h': 3, '2 h': 9, '8 h': 9}","{'2 h': 9, '8 h': 9, '0 h': 3}"
GDS1250,Atypical ductal hyperplasia and breast cancer,Comparison of atypical ductal hyperplasia (ADH) tissues from patients with and without a history of breast cancer. Incidence of invasive breast cancer is high in ADH patients. Results identify putative markers of invasive breast cancer.,15864312,GPL96,in situ oligonucleotide,22283,1,8,count,GSE2429,none,data/GEO_v2/datasets/GDS1250.csv,958,disease state,2,"{'ADH with no breast cancer': 4, 'ADH with breast cancer': 4}","{'ADH with no breast cancer': 4, 'ADH with breast cancer': 4}"
GDS1252,Idiopathic pulmonary fibrosis,"Expression profiling of lung tissues from patients with idiopathic pulmonary fibrosis (IPF), a progressive and lethal disorder characterized by the abnormal formation of fibrous scar tissue in the lungs. Results provide insight into the pathogenesis of IPF.","['17178917', '16128620']",GPL1739,spotted DNA/cDNA,10458,1,26,count,GSE2052,none,data/GEO_v2/datasets/GDS1252.csv,730,disease state,4,"{'normal': 11, 'mixed connective tissue disease': 1, 'sceloderma': 1, 'idiopathic pulmonary fibrosis': 13}","{'idiopathic pulmonary fibrosis': 13, 'normal': 11, 'mixed connective tissue disease': 1, 'sceloderma': 1}"
GDS1253,Pituitary adenoma subtypes,"Expression profiling of 4 pituitary adenoma subtypes. Growth hormone (GH), prolactin (PRL), and adrenocorticotrophin (ACTH) secreting pituitary adenomas, and non-functioning pituitary adenoma examined. 5 specimens pooled and examined for each subtype. Results provide insight into tumor pathogenesis.",15994756,GPL96,in situ oligonucleotide,22283,1,5,count,GSE2175,none,data/GEO_v2/datasets/GDS1253.csv,958,disease state,5,"{'normal': 1, 'non-functioning adenoma': 1, 'ACTH-secreting adenoma': 1, 'GH-secreting adenoma': 1, 'PRL-secreting adenoma': 1}","{'normal': 1, 'non-functioning adenoma': 1, 'ACTH-secreting adenoma': 1, 'GH-secreting adenoma': 1, 'PRL-secreting adenoma': 1}"
GDS1256,IFN-gamma inflammatory effect on bronchial epithelial cells modulated by dexamethasone: time course,"Analysis of bronchial epithelial cells treated with interferon (IFN) gamma, or dexamethasone (dex), or both. IFN-gamma plays a role in lung inflammatory responses and corticosteroids such as dex are used as treatments for inflammation. Cells examined 8 or 24 hours after treatment.",15985639,GPL8300,in situ oligonucleotide,12625,1,36,count,GSE1815,none,data/GEO_v2/datasets/GDS1256.csv,684,time,2,"{'8 h': 16, '24 h': 20}","{'24 h': 20, '8 h': 16}"
GDS1256,IFN-gamma inflammatory effect on bronchial epithelial cells modulated by dexamethasone: time course,"Analysis of bronchial epithelial cells treated with interferon (IFN) gamma, or dexamethasone (dex), or both. IFN-gamma plays a role in lung inflammatory responses and corticosteroids such as dex are used as treatments for inflammation. Cells examined 8 or 24 hours after treatment.",15985639,GPL8300,in situ oligonucleotide,12625,1,36,count,GSE1815,none,data/GEO_v2/datasets/GDS1256.csv,684,agent,4,"{'control': 9, 'dexamethasone': 9, 'IFN-gamma': 9, 'IFN-gamma, dexamethasone': 9}","{'control': 9, 'dexamethasone': 9, 'IFN-gamma': 9, 'IFN-gamma, dexamethasone': 9}"
GDS1257,Sickle cell plasma effect on pulmonary artery endothelial cells (HG-U133A),Expression profiling of pulmonary artery endothelial cells exposed to plasma from sickle cell disease (SCD) patients with sickle acute chest syndrome or from SCD patients at steady state. Results provide insight into the role of extra-erythrocytic factors in sickle cell vasoocclusion.,15741505,GPL96,in situ oligonucleotide,22283,1,33,count,GSE1849,none,data/GEO_v2/datasets/GDS1257.csv,958,disease state,3,"{'normal': 13, 'SCD steady state': 9, 'SCD with acute chest syndrome': 11}","{'normal': 13, 'SCD with acute chest syndrome': 11, 'SCD steady state': 9}"
GDS1258,Sickle cell plasma effect on pulmonary artery endothelial cells (HG-U133B),Expression profiling of pulmonary artery endothelial cells exposed to plasma from sickle cell disease (SCD) patients with sickle acute chest syndrome or from SCD patients at steady state. Results provide insight into the role of extra-erythrocytic factors in sickle cell vasoocclusion.,15741505,GPL97,in situ oligonucleotide,22645,1,32,count,GSE1849,none,data/GEO_v2/datasets/GDS1258.csv,288,disease state,3,"{'normal': 12, 'SCD steady state': 9, 'SCD with acute chest syndrome': 11}","{'normal': 12, 'SCD with acute chest syndrome': 11, 'SCD steady state': 9}"
GDS1263,Dukes B colon cancer recurrence,Expression profiling of previously resected frozen primary tumors from patients with Dukes' stage B colon cancer that recurred in 5 years. Results identify potential prognostic markers for tumor relapse.,17390049,GPL2006,spotted oligonucleotide,19200,1,16,count,GSE2630,none,data/GEO_v2/datasets/GDS1263.csv,708,disease state,2,"{'no tumor relapse': 10, 'tumor relapse': 6}","{'no tumor relapse': 10, 'tumor relapse': 6}"
GDS1269,Cigarette smoking effect on alveolar macrophage,"Analysis of alveolar macrophages from 15 cigarette smokers, 15 non-smokers and 15 asthmatics. Results suggest that alveolar macrophage activation induced by smoking contributes to emphysema.",16166618,GPL570,in situ oligonucleotide,54675,1,45,count,GSE2125,none,data/GEO_v2/datasets/GDS1269.csv,958,agent,3,"{'non-smoker control': 15, 'asthmatic disease control': 15, 'smoker': 15}","{'non-smoker control': 15, 'asthmatic disease control': 15, 'smoker': 15}"
GDS1282,Clear cell sarcoma of the kidney,Expression profiling of clear cell sarcoma of the kidney (CCSK). Wilms' tumors and fetal kidney control samples also examined. Objective is to reveal diagnostic markers and insight into the pathogenesis of CCSK.,16299227,GPL96,in situ oligonucleotide,22283,1,35,count,GSE2712,none,data/GEO_v2/datasets/GDS1282.csv,958,disease state,3,"{'control': 3, ""Wilms' tumor"": 18, 'clear cell sarcoma of the kidney': 14}","{""Wilms' tumor"": 18, 'clear cell sarcoma of the kidney': 14, 'control': 3}"
GDS1284,Multiple myeloma molecular classification,Analysis of CD138+ plasma cells purified from bone marrow of multiple myeloma (MM) patients. Results used to classify MM cases into translocation/cyclin (TC) groups based on cyclin D expression and presence of translocations in the immunoglobulin heavy chain locus at 14q32.,16129847,GPL96,in situ oligonucleotide,22283,1,50,count,GSE2912,none,data/GEO_v2/datasets/GDS1284.csv,958,cell type,5,"{'TC1': 11, 'TC2': 11, 'TC3': 15, 'TC4': 10, 'TC5': 3}","{'TC3': 15, 'TC1': 11, 'TC2': 11, 'TC4': 10, 'TC5': 3}"
GDS1284,Multiple myeloma molecular classification,Analysis of CD138+ plasma cells purified from bone marrow of multiple myeloma (MM) patients. Results used to classify MM cases into translocation/cyclin (TC) groups based on cyclin D expression and presence of translocations in the immunoglobulin heavy chain locus at 14q32.,16129847,GPL96,in situ oligonucleotide,22283,1,50,count,GSE2912,none,data/GEO_v2/datasets/GDS1284.csv,958,disease state,5,"{'IA': 17, 'IIA': 15, 'IIB': 1, 'IIIA': 11, 'IIIB': 6}","{'IA': 17, 'IIA': 15, 'IIIA': 11, 'IIIB': 6, 'IIB': 1}"
GDS1286,Esophageal cell response to low pH: time course,Analysis of esophageal cell line SKGT4 following exposure to low pH 6.5. Cells examined at various time points up to 2 hours following exposure. Results provide insight into role of gastric acid in pathogenesis of gastro-esophageal reflux disease (GORD) and esophagus adenocarcinoma.,16113055,GPL96,in situ oligonucleotide,22283,1,10,count,GSE2144,ordered,data/GEO_v2/datasets/GDS1286.csv,958,time,5,"{'0 m': 2, '30 m': 2, '120 m': 2, '180 m': 2, '240 m': 2}","{'0 m': 2, '30 m': 2, '120 m': 2, '180 m': 2, '240 m': 2}"
GDS1287,Bone mineral density and circulating monocytes,"Comparison of circulating monocytes from pre- and postmenopausal females with low or high bone mineral density (BMD). Circulating monocytes are progenitors of osteoclasts, and produce factors important to bone metabolism. Results provide insight into the role of monocytes in osteoporosis.",15965235,GPL96,in situ oligonucleotide,22283,1,19,transformed count,GSE2208,none,data/GEO_v2/datasets/GDS1287.csv,607,disease state,2,"{'high BMD': 10, 'low BMD': 9}","{'high BMD': 10, 'low BMD': 9}"
GDS1287,Bone mineral density and circulating monocytes,"Comparison of circulating monocytes from pre- and postmenopausal females with low or high bone mineral density (BMD). Circulating monocytes are progenitors of osteoclasts, and produce factors important to bone metabolism. Results provide insight into the role of monocytes in osteoporosis.",15965235,GPL96,in situ oligonucleotide,22283,1,19,transformed count,GSE2208,none,data/GEO_v2/datasets/GDS1287.csv,607,development stage,2,"{'premenopausal': 9, 'postmenopausal': 10}","{'postmenopausal': 10, 'premenopausal': 9}"
GDS1288,Mesenchymal precursor cells derived from embryonic stem cells,Comparison of mesenchymal stem cells (MSC) and undifferentiated embryonic stem cells (ESC). ESC plated on a monolayer of OP9 stromal cells in the presence of 20% heat inactivated fetal bovine serum in alpha MEM medium to induce differentiation into MSC.,15971941,GPL96,in situ oligonucleotide,22283,1,6,count,GSE2248,none,data/GEO_v2/datasets/GDS1288.csv,958,cell type,3,"{'bone marrow-derived MSC': 1, 'ES cell-derived MSC': 2, 'undifferentiated ES cell': 3}","{'undifferentiated ES cell': 3, 'ES cell-derived MSC': 2, 'bone marrow-derived MSC': 1}"
